"lon_test","lat_test","name"
16.4488755257568,46.0619017571676,"ID:  1"
15.1319710690296,46.4619537061546,"ID:  2"
15.3082133742981,43.3851691799704,"ID:  3"
19.1207190575312,45.8399681391194,"ID:  4"
17.6961668538629,42.7903450143989,"ID:  5"
18.9080619085115,43.2692732608411,"ID:  6"
18.2681940771174,46.090547452867,"ID:  7"
16.5171824146528,45.3485943373758,"ID:  8"
18.2832689116942,45.8956520819571,"ID:  9"
16.6776111983462,43.5913664536085,"ID:  10"
15.9386953551556,43.6036244038958,"ID:  11"
13.5644798987313,44.2870138282888,"ID:  12"
15.0324749216904,43.7272420656867,"ID:  13"
19.3181346294238,42.8647177138831,"ID:  14"
14.0294120657026,45.5404460746795,"ID:  15"
13.8401643827558,42.5434128177352,"ID:  16"
19.2732047529193,45.9166966732126,"ID:  17"
14.4632445573807,46.450514538167,"ID:  18"
15.9144808866783,43.857843667781,"ID:  19"
17.0587766979123,44.7779355520848,"ID:  20"
17.8689146964579,46.0044817665592,"ID:  21"
15.7897639072734,45.9156011503655,"ID:  22"
15.8662624638761,45.003714295011,"ID:  23"
17.4636913632742,42.6793450163212,"ID:  24"
13.8664437831613,45.7569013108499,"ID:  25"
15.4253172709142,44.5112244357355,"ID:  26"
18.897702867887,46.344208962284,"ID:  27"
17.6678225119133,45.7729253334925,"ID:  28"
14.0914149839432,44.995742663648,"ID:  29"
19.3982400971,44.699689018866,"ID:  30"
16.1126824681881,45.4820265145972,"ID:  31"
16.2578772081296,43.8345066550653,"ID:  32"
18.0345294204541,43.8192801104393,"ID:  33"
16.696227562707,43.0463763725478,"ID:  34"
13.7622208137997,44.6965558008756,"ID:  35"
13.8806191514247,44.042573311599,"ID:  36"
17.3296409097966,44.2983016699552,"ID:  37"
13.8701720922953,42.6877956918906,"ID:  38"
18.2328969560099,43.0011525492184,"ID:  39"
14.72345798756,42.5355195318814,"ID:  40"
15.4770165018039,43.9998735891655,"ID:  41"
15.1355801258237,44.5659366984852,"ID:  42"
14.5460573544261,46.111597312009,"ID:  43"
16.5249932004605,43.9670485604554,"ID:  44"
14.5400032887934,43.6300986967515,"ID:  45"
15.7639181429987,42.6038976670243,"ID:  46"
14.358057747339,45.6386156380642,"ID:  47"
15.2954552229262,42.8234157572035,"ID:  48"
17.3882086130791,43.2155141882598,"ID:  49"
18.1370159276063,43.7331540072337,"ID:  50"
17.9120074404637,45.9115961944684,"ID:  51"
17.419127069763,45.9655972143169,"ID:  52"
16.1315550675849,42.969597665919,"ID:  53"
17.1688091564691,46.0098695138004,"ID:  54"
15.1024878453231,43.3427716143895,"ID:  55"
14.1249582476682,43.5008388440125,"ID:  56"
14.7890519121662,43.9450495439581,"ID:  57"
15.2321249580477,44.5435265589971,"ID:  58"
13.8495285398095,43.245982416207,"ID:  59"
17.6471041518031,45.8349070673343,"ID:  60"
17.7325858228375,44.7316266585607,"ID:  61"
18.8321808798705,42.7000888598617,"ID:  62"
15.4913057581057,45.5900299937464,"ID:  63"
18.248897454748,44.105390869407,"ID:  64"
14.8582476912533,43.6767284336034,"ID:  65"
13.7068832635414,42.5581018550787,"ID:  66"
14.0887277559378,43.6955399534199,"ID:  67"
18.3606045411202,43.200976393139,"ID:  68"
17.4498288745992,45.7109758132603,"ID:  69"
18.953919746005,42.6135673366021,"ID:  70"
15.1066792935599,43.1179819433018,"ID:  71"
15.5380411816063,45.4951892994344,"ID:  72"
13.9993407373317,46.275063642161,"ID:  73"
16.506382670207,44.7538379228674,"ID:  74"
16.7351137381513,43.3551106032915,"ID:  75"
16.0584392780439,45.8817431279458,"ID:  76"
16.7942805247149,42.9905966327991,"ID:  77"
15.8833692024928,42.8036028421949,"ID:  78"
14.4922426696402,45.013585143676,"ID:  79"
15.9728624974611,43.3333282018546,"ID:  80"
14.4890275449027,45.3848456064705,"ID:  81"
19.2284543833929,42.4995557209942,"ID:  82"
18.0708198302659,45.7806719526648,"ID:  83"
16.5407175688539,43.4461843040772,"ID:  84"
15.0864043846727,42.7033131808974,"ID:  85"
13.7870736218058,44.5314252302982,"ID:  86"
14.958578683273,45.9229587761685,"ID:  87"
14.8283829386347,42.9209782903083,"ID:  88"
14.030531271943,42.8005175260827,"ID:  89"
17.2902634618572,44.5663115388714,"ID:  90"
18.5848278991879,44.8357937962282,"ID:  91"
14.8159661752638,43.7552338726353,"ID:  92"
13.9807738000993,43.7098077114206,"ID:  93"
14.3630823492306,44.812022419041,"ID:  94"
13.5729497435969,44.7902772536501,"ID:  95"
16.923998917942,45.9193984701764,"ID:  96"
18.3521128530382,43.1160585320555,"ID:  97"
19.0225653661648,42.4390713381581,"ID:  98"
16.6040494024987,44.6459548130166,"ID:  99"
16.2527694932186,44.4870822715107,"ID:  100"
